Rank,Club,Country,Level,Elo,From,To
19,Bayern,GER,1,1797.5456543,2007-11-11,2007-11-11
18,Bayern,GER,1,1797.5456543,2007-11-12,2007-11-24
19,Bayern,GER,1,1799.73132324,2007-11-25,2007-11-27
18,Bayern,GER,1,1801.50488281,2007-11-28,2007-11-28
16,Bayern,GER,1,1806.39807129,2007-11-29,2007-11-29
16,Bayern,GER,1,1807.22119141,2007-11-30,2007-12-01
17,Bayern,GER,1,1807.22119141,2007-12-02,2007-12-02
16,Bayern,GER,1,1811.17468262,2007-12-03,2007-12-04
17,Bayern,GER,1,1811.17468262,2007-12-05,2007-12-05
16,Bayern,GER,1,1816.91662598,2007-12-06,2007-12-06
16,Bayern,GER,1,1817.89672852,2007-12-07,2007-12-08
18,Bayern,GER,1,1810.12890625,2007-12-09,2007-12-11
18,Bayern,GER,1,1807.06494141,2007-12-12,2007-12-12
18,Bayern,GER,1,1806.23803711,2007-12-13,2007-12-15
18,Bayern,GER,1,1802.6505127,2007-12-16,2007-12-19
18,Bayern,GER,1,1813.37133789,2007-12-20,2007-12-20
18,Bayern,GER,1,1814.33947754,2007-12-21,2007-12-21
17,Bayern,GER,1,1814.33947754,2007-12-22,2008-01-12
18,Bayern,GER,1,1814.33947754,2008-01-13,2008-01-20
17,Bayern,GER,1,1814.33947754,2008-01-21,2008-01-23
18,Bayern,GER,1,1814.33947754,2008-01-24,2008-01-27
16,Bayern,GER,1,1814.33947754,2008-01-28,2008-02-01
16,Bayern,GER,1,1817.77954102,2008-02-02,2008-02-10
17,Bayern,GER,1,1814.89709473,2008-02-11,2008-02-13
17,Bayern,GER,1,1817.59387207,2008-02-14,2008-02-14
17,Bayern,GER,1,1818.76989746,2008-02-15,2008-02-16
15,Bayern,GER,1,1818.76989746,2008-02-17,2008-02-17
15,Bayern,GER,1,1828.29663086,2008-02-18,2008-02-19
15,Bayern,GER,1,1830.29321289,2008-02-20,2008-02-21
13,Bayern,GER,1,1836.39038086,2008-02-22,2008-02-23
12,Bayern,GER,1,1836.39038086,2008-02-24,2008-02-24
13,Bayern,GER,1,1832.91430664,2008-02-25,2008-03-01
13,Bayern,GER,1,1841.45874023,2008-03-02,2008-03-02
12,Bayern,GER,1,1841.45874023,2008-03-03,2008-03-04
11,Bayern,GER,1,1841.45874023,2008-03-05,2008-03-05
11,Bayern,GER,1,1840.00549316,2008-03-06,2008-03-06
11,Bayern,GER,1,1843.66809082,2008-03-07,2008-03-08
11,Bayern,GER,1,1847.01013184,2008-03-09,2008-03-09
12,Bayern,GER,1,1847.01013184,2008-03-10,2008-03-12
12,Bayern,GER,1,1846.11657715,2008-03-13,2008-03-13
12,Bayern,GER,1,1845.61303711,2008-03-14,2008-03-15
13,Bayern,GER,1,1826.70385742,2008-03-16,2008-03-19
12,Bayern,GER,1,1826.70385742,2008-03-20,2008-03-22
12,Bayern,GER,1,1832.0690918,2008-03-23,2008-03-29
12,Bayern,GER,1,1827.96520996,2008-03-30,2008-04-01
13,Bayern,GER,1,1826.41564941,2008-04-02,2008-04-03
16,Bayern,GER,1,1813.39331055,2008-04-04,2008-04-05
17,Bayern,GER,1,1813.39331055,2008-04-06,2008-04-06
14,Bayern,GER,1,1817.75585938,2008-04-07,2008-04-09
14,Bayern,GER,1,1817.0480957,2008-04-10,2008-04-10
12,Bayern,GER,1,1833.41845703,2008-04-11,2008-04-13
12,Bayern,GER,1,1839.3416748,2008-04-14,2008-04-16
12,Bayern,GER,1,1846.44946289,2008-04-17,2008-04-24
12,Bayern,GER,1,1840.08544922,2008-04-25,2008-04-27
11,Bayern,GER,1,1846.23059082,2008-04-28,2008-04-29
12,Bayern,GER,1,1846.23059082,2008-04-30,2008-05-01
18,Bayern,GER,1,1805.42456055,2008-05-02,2008-05-03
16,Bayern,GER,1,1805.42456055,2008-05-04,2008-05-04
18,Bayern,GER,1,1802.84741211,2008-05-05,2008-05-07
17,Bayern,GER,1,1805.58935547,2008-05-08,2008-05-10
17,Bayern,GER,1,1809.19714355,2008-05-11,2008-05-17
17,Bayern,GER,1,1813.76123047,2008-05-18,2008-07-17
16,Bayern,GER,1,1814.19226074,2008-07-18,2008-07-31
16,Bayern,GER,1,1814.23022461,2008-08-01,2008-08-10
17,Bayern,GER,1,1814.23022461,2008-08-11,2008-08-13
16,Bayern,GER,1,1816.17077637,2008-08-14,2008-08-14
16,Bayern,GER,1,1816.29638672,2008-08-15,2008-08-15
18,Bayern,GER,1,1811.48022461,2008-08-16,2008-08-23
18,Bayern,GER,1,1808.56628418,2008-08-24,2008-08-27
18,Bayern,GER,1,1800.70959473,2008-08-28,2008-08-28
18,Bayern,GER,1,1801.3951416,2008-08-29,2008-08-31
18,Bayern,GER,1,1806.29223633,2008-09-01,2008-09-13
16,Bayern,GER,1,1812.4161377,2008-09-14,2008-09-16
16,Bayern,GER,1,1811.59777832,2008-09-17,2008-09-17
16,Bayern,GER,1,1820.88903809,2008-09-18,2008-09-18
15,Bayern,GER,1,1816.31677246,2008-09-19,2008-09-20
19,Bayern,GER,1,1796.17822266,2008-09-21,2008-09-25
20,Bayern,GER,1,1796.17822266,2008-09-26,2008-09-27
20,Bayern,GER,1,1786.01574707,2008-09-28,2008-09-30
21,Bayern,GER,1,1784.18554688,2008-10-01,2008-10-01
21,Bayern,GER,1,1786.16247559,2008-10-02,2008-10-02
19,Bayern,GER,1,1795.4017334,2008-10-03,2008-10-04
20,Bayern,GER,1,1788.92041016,2008-10-05,2008-10-05
19,Bayern,GER,1,1788.92041016,2008-10-06,2008-10-18
19,Bayern,GER,1,1793.69006348,2008-10-19,2008-10-21
15,Bayern,GER,1,1806.15771484,2008-10-22,2008-10-22
15,Bayern,GER,1,1805.83227539,2008-10-23,2008-10-23
16,Bayern,GER,1,1807.42272949,2008-10-24,2008-10-25
15,Bayern,GER,1,1812.37036133,2008-10-26,2008-10-26
16,Bayern,GER,1,1812.37036133,2008-10-27,2008-10-29
15,Bayern,GER,1,1817.18908691,2008-10-30,2008-11-01
15,Bayern,GER,1,1819.63769531,2008-11-02,2008-11-03
14,Bayern,GER,1,1819.63769531,2008-11-04,2008-11-04
14,Bayern,GER,1,1811.66821289,2008-11-05,2008-11-05
14,Bayern,GER,1,1814.36975098,2008-11-06,2008-11-06
14,Bayern,GER,1,1818.62158203,2008-11-07,2008-11-09
14,Bayern,GER,1,1827.96179199,2008-11-10,2008-11-15
14,Bayern,GER,1,1823.14453125,2008-11-16,2008-11-22
14,Bayern,GER,1,1825.6652832,2008-11-23,2008-11-23
15,Bayern,GER,1,1825.6652832,2008-11-24,2008-11-25
14,Bayern,GER,1,1829.66381836,2008-11-26,2008-11-26
14,Bayern,GER,1,1829.02368164,2008-11-27,2008-11-27
15,Bayern,GER,1,1824.0267334,2008-11-28,2008-11-29
14,Bayern,GER,1,1834.67443848,2008-11-30,2008-11-30
13,Bayern,GER,1,1834.67443848,2008-12-01,2008-12-03
13,Bayern,GER,1,1827.86279297,2008-12-04,2008-12-04
13,Bayern,GER,1,1833.9263916,2008-12-05,2008-12-05
13,Bayern,GER,1,1836.12097168,2008-12-06,2008-12-07
12,Bayern,GER,1,1836.12097168,2008-12-08,2008-12-09
12,Bayern,GER,1,1839.64465332,2008-12-10,2008-12-10
11,Bayern,GER,1,1852.71679688,2008-12-11,2008-12-13
11,Bayern,GER,1,1850.46435547,2008-12-14,2008-12-14
12,Bayern,GER,1,1850.46435547,2008-12-15,2008-12-17
10,Bayern,GER,1,1855.67077637,2008-12-18,2008-12-18
10,Bayern,GER,1,1854.93798828,2008-12-19,2008-12-21
11,Bayern,GER,1,1854.93798828,2008-12-22,2009-01-04
10,Bayern,GER,1,1854.93798828,2009-01-05,2009-01-10
11,Bayern,GER,1,1854.93798828,2009-01-11,2009-01-11
10,Bayern,GER,1,1854.93798828,2009-01-12,2009-01-25
9,Bayern,GER,1,1854.93798828,2009-01-26,2009-01-28
8,Bayern,GER,1,1854.93798828,2009-01-29,2009-01-30
10,Bayern,GER,1,1846.3614502,2009-01-31,2009-01-31
9,Bayern,GER,1,1846.3614502,2009-02-01,2009-02-01
8,Bayern,GER,1,1846.3614502,2009-02-02,2009-02-08
8,Bayern,GER,1,1849.81726074,2009-02-09,2009-02-14
11,Bayern,GER,1,1839.55126953,2009-02-15,2009-02-15
8,Bayern,GER,1,1839.55126953,2009-02-16,2009-02-18
8,Bayern,GER,1,1836.02746582,2009-02-19,2009-02-21
15,Bayern,GER,1,1820.78649902,2009-02-22,2009-02-22
16,Bayern,GER,1,1820.78649902,2009-02-23,2009-02-24
14,Bayern,GER,1,1820.78649902,2009-02-25,2009-02-25
8,Bayern,GER,1,1840.56335449,2009-02-26,2009-02-26
8,Bayern,GER,1,1837.00256348,2009-02-27,2009-03-01
8,Bayern,GER,1,1836.21289062,2009-03-02,2009-03-07
8,Bayern,GER,1,1839.875,2009-03-08,2009-03-10
8,Bayern,GER,1,1847.60144043,2009-03-11,2009-03-12
8,Bayern,GER,1,1847.50134277,2009-03-13,2009-03-14
8,Bayern,GER,1,1854.75390625,2009-03-15,2009-03-18
8,Bayern,GER,1,1856.16772461,2009-03-19,2009-03-19
8,Bayern,GER,1,1860.31384277,2009-03-20,2009-03-21
8,Bayern,GER,1,1861.29492188,2009-03-22,2009-04-04
9,Bayern,GER,1,1844.69055176,2009-04-05,2009-04-05
8,Bayern,GER,1,1844.69055176,2009-04-06,2009-04-08
11,Bayern,GER,1,1830.8963623,2009-04-09,2009-04-09
11,Bayern,GER,1,1835.95812988,2009-04-10,2009-04-11
10,Bayern,GER,1,1839.93395996,2009-04-12,2009-04-12
9,Bayern,GER,1,1839.93395996,2009-04-13,2009-04-14
9,Bayern,GER,1,1838.9284668,2009-04-15,2009-04-15
8,Bayern,GER,1,1838.9284668,2009-04-16,2009-04-16
8,Bayern,GER,1,1840.03845215,2009-04-17,2009-04-18
8,Bayern,GER,1,1843.59460449,2009-04-19,2009-04-25
8,Bayern,GER,1,1831.1027832,2009-04-26,2009-05-02
8,Bayern,GER,1,1832.68078613,2009-05-03,2009-05-03
9,Bayern,GER,1,1832.68078613,2009-05-04,2009-05-09
8,Bayern,GER,1,1837.82958984,2009-05-10,2009-05-10
9,Bayern,GER,1,1837.82958984,2009-05-11,2009-05-12
8,Bayern,GER,1,1843.15307617,2009-05-13,2009-05-16
9,Bayern,GER,1,1839.51379395,2009-05-17,2009-05-20
9,Bayern,GER,1,1837.45178223,2009-05-21,2009-05-23
9,Bayern,GER,1,1841.93994141,2009-05-24,2009-05-24
8,Bayern,GER,1,1841.93994141,2009-05-25,2009-07-30
8,Bayern,GER,1,1843.32873535,2009-07-31,2009-08-06
8,Bayern,GER,1,1843.10705566,2009-08-07,2009-08-08
8,Bayern,GER,1,1839.88635254,2009-08-09,2009-08-15
10,Bayern,GER,1,1834.61999512,2009-08-16,2009-08-18
10,Bayern,GER,1,1835.85717773,2009-08-19,2009-08-20
10,Bayern,GER,1,1835.95495605,2009-08-21,2009-08-22
13,Bayern,GER,1,1824.04199219,2009-08-23,2009-08-23
12,Bayern,GER,1,1824.04199219,2009-08-24,2009-08-25
13,Bayern,GER,1,1824.04199219,2009-08-26,2009-08-26
13,Bayern,GER,1,1823.95178223,2009-08-27,2009-08-27
12,Bayern,GER,1,1827.8515625,2009-08-28,2009-08-29
11,Bayern,GER,1,1836.97265625,2009-08-30,2009-08-30
9,Bayern,GER,1,1836.97265625,2009-08-31,2009-09-12
9,Bayern,GER,1,1850.82043457,2009-09-13,2009-09-15
8,Bayern,GER,1,1859.8848877,2009-09-16,2009-09-16
8,Bayern,GER,1,1858.13415527,2009-09-17,2009-09-17
8,Bayern,GER,1,1850.69091797,2009-09-18,2009-09-19
8,Bayern,GER,1,1852.76208496,2009-09-20,2009-09-22
9,Bayern,GER,1,1852.76208496,2009-09-23,2009-09-26
10,Bayern,GER,1,1844.13415527,2009-09-27,2009-09-27
9,Bayern,GER,1,1844.13415527,2009-09-28,2009-09-29
10,Bayern,GER,1,1843.36279297,2009-09-30,2009-09-30
10,Bayern,GER,1,1839.70007324,2009-10-01,2009-10-01
10,Bayern,GER,1,1841.71948242,2009-10-02,2009-10-03
11,Bayern,GER,1,1834.0032959,2009-10-04,2009-10-04
10,Bayern,GER,1,1834.0032959,2009-10-05,2009-10-17
9,Bayern,GER,1,1837.78771973,2009-10-18,2009-10-20
10,Bayern,GER,1,1835.04333496,2009-10-21,2009-10-21
14,Bayern,GER,1,1824.2097168,2009-10-22,2009-10-22
14,Bayern,GER,1,1820.83422852,2009-10-23,2009-10-24
13,Bayern,GER,1,1822.86865234,2009-10-25,2009-10-31
14,Bayern,GER,1,1820.9901123,2009-11-01,2009-11-03
16,Bayern,GER,1,1806.24206543,2009-11-04,2009-11-04
16,Bayern,GER,1,1808.34729004,2009-11-05,2009-11-05
16,Bayern,GER,1,1809.90124512,2009-11-06,2009-11-07
16,Bayern,GER,1,1805.70959473,2009-11-08,2009-11-22
17,Bayern,GER,1,1801.99304199,2009-11-23,2009-11-24
15,Bayern,GER,1,1805.44628906,2009-11-25,2009-11-25
16,Bayern,GER,1,1805.67871094,2009-11-26,2009-11-29
15,Bayern,GER,1,1814.30834961,2009-11-30,2009-12-02
15,Bayern,GER,1,1815.77709961,2009-12-03,2009-12-03
13,Bayern,GER,1,1818.27148438,2009-12-04,2009-12-04
13,Bayern,GER,1,1820.52880859,2009-12-05,2009-12-06
14,Bayern,GER,1,1820.52880859,2009-12-07,2009-12-08
10,Bayern,GER,1,1841.65661621,2009-12-09,2009-12-09
10,Bayern,GER,1,1843.45007324,2009-12-10,2009-12-12
8,Bayern,GER,1,1850.05932617,2009-12-13,2009-12-13
10,Bayern,GER,1,1850.05932617,2009-12-14,2009-12-16
7,Bayern,GER,1,1857.86364746,2009-12-17,2009-12-17
8,Bayern,GER,1,1854.37463379,2009-12-18,2009-12-19
8,Bayern,GER,1,1857.6439209,2009-12-20,2010-01-15
8,Bayern,GER,1,1861.84411621,2010-01-16,2010-01-17
7,Bayern,GER,1,1861.84411621,2010-01-18,2010-01-20
8,Bayern,GER,1,1861.84411621,2010-01-21,2010-01-23
7,Bayern,GER,1,1868.8638916,2010-01-24,2010-01-30
7,Bayern,GER,1,1872.44921875,2010-01-31,2010-01-31
6,Bayern,GER,1,1872.44921875,2010-02-01,2010-02-06
6,Bayern,GER,1,1880.30664062,2010-02-07,2010-02-13
6,Bayern,GER,1,1885.28894043,2010-02-14,2010-02-17
5,Bayern,GER,1,1886.82824707,2010-02-18,2010-02-18
5,Bayern,GER,1,1887.55993652,2010-02-19,2010-02-20
5,Bayern,GER,1,1881.39172363,2010-02-21,2010-02-23
6,Bayern,GER,1,1878.93261719,2010-02-24,2010-02-25
5,Bayern,GER,1,1889.64868164,2010-02-26,2010-02-28
5,Bayern,GER,1,1893.72045898,2010-03-01,2010-03-06
5,Bayern,GER,1,1887.94506836,2010-03-07,2010-03-09
6,Bayern,GER,1,1890.45678711,2010-03-10,2010-03-11
6,Bayern,GER,1,1895.04016113,2010-03-12,2010-03-13
6,Bayern,GER,1,1896.30834961,2010-03-14,2010-03-17
6,Bayern,GER,1,1894.42407227,2010-03-18,2010-03-18
6,Bayern,GER,1,1893.49731445,2010-03-19,2010-03-20
6,Bayern,GER,1,1880.68725586,2010-03-21,2010-03-27
6,Bayern,GER,1,1868.30712891,2010-03-28,2010-03-30
6,Bayern,GER,1,1874.71130371,2010-03-31,2010-04-01
6,Bayern,GER,1,1873.75097656,2010-04-02,2010-04-03
6,Bayern,GER,1,1881.72143555,2010-04-04,2010-04-07
6,Bayern,GER,1,1888.48144531,2010-04-08,2010-04-08
6,Bayern,GER,1,1886.42224121,2010-04-09,2010-04-10
6,Bayern,GER,1,1884.48156738,2010-04-11,2010-04-17
6,Bayern,GER,1,1888.21435547,2010-04-18,2010-04-18
5,Bayern,GER,1,1888.21435547,2010-04-19,2010-04-20
6,Bayern,GER,1,1888.21435547,2010-04-21,2010-04-21
6,Bayern,GER,1,1893.96813965,2010-04-22,2010-04-22
6,Bayern,GER,1,1893.55883789,2010-04-23,2010-04-24
6,Bayern,GER,1,1888.19665527,2010-04-25,2010-04-27
5,Bayern,GER,1,1905.14465332,2010-04-28,2010-04-29
6,Bayern,GER,1,1901.87438965,2010-04-30,2010-05-01
5,Bayern,GER,1,1903.64245605,2010-05-02,2010-05-02
6,Bayern,GER,1,1903.64245605,2010-05-03,2010-05-08
5,Bayern,GER,1,1908.42834473,2010-05-09,2010-05-09
6,Bayern,GER,1,1908.42834473,2010-05-10,2010-05-22
6,Bayern,GER,1,1893.51550293,2010-05-23,2010-07-29
6,Bayern,GER,1,1893.65783691,2010-07-30,2010-08-05
6,Bayern,GER,1,1893.67163086,2010-08-06,2010-08-18
6,Bayern,GER,1,1895.89941406,2010-08-19,2010-08-19
6,Bayern,GER,1,1897.29577637,2010-08-20,2010-08-20
6,Bayern,GER,1,1900.49853516,2010-08-21,2010-08-24
6,Bayern,GER,1,1900.66674805,2010-08-25,2010-08-26
6,Bayern,GER,1,1901.13146973,2010-08-27,2010-08-27
6,Bayern,GER,1,1881.60119629,2010-08-28,2010-09-11
7,Bayern,GER,1,1877.95349121,2010-09-12,2010-09-14
7,Bayern,GER,1,1875.13549805,2010-09-15,2010-09-15
7,Bayern,GER,1,1883.0892334,2010-09-16,2010-09-16
7,Bayern,GER,1,1887.39929199,2010-09-17,2010-09-18
7,Bayern,GER,1,1879.87780762,2010-09-19,2010-09-21
7,Bayern,GER,1,1885.15991211,2010-09-22,2010-09-25
7,Bayern,GER,1,1871.21850586,2010-09-26,2010-09-28
7,Bayern,GER,1,1876.57678223,2010-09-29,2010-09-29
7,Bayern,GER,1,1877.71044922,2010-09-30,2010-09-30
7,Bayern,GER,1,1876.07275391,2010-10-01,2010-10-03
7,Bayern,GER,1,1863.87121582,2010-10-04,2010-10-16
7,Bayern,GER,1,1867.82519531,2010-10-17,2010-10-19
7,Bayern,GER,1,1868.79992676,2010-10-20,2010-10-20
7,Bayern,GER,1,1870.21032715,2010-10-21,2010-10-21
7,Bayern,GER,1,1868.54199219,2010-10-22,2010-10-22
7,Bayern,GER,1,1866.95605469,2010-10-23,2010-10-29
7,Bayern,GER,1,1869.77294922,2010-10-30,2010-11-02
8,Bayern,GER,1,1863.95275879,2010-11-03,2010-11-03
7,Bayern,GER,1,1869.64819336,2010-11-04,2010-11-04
7,Bayern,GER,1,1875.23266602,2010-11-05,2010-11-06
7,Bayern,GER,1,1869.5357666,2010-11-07,2010-11-14
6,Bayern,GER,1,1873.60668945,2010-11-15,2010-11-20
6,Bayern,GER,1,1873.10925293,2010-11-21,2010-11-23
6,Bayern,GER,1,1861.97485352,2010-11-24,2010-11-24
5,Bayern,GER,1,1863.6673584,2010-11-25,2010-11-27
6,Bayern,GER,1,1868.14257812,2010-11-28,2010-12-01
6,Bayern,GER,1,1865.22570801,2010-12-02,2010-12-02
7,Bayern,GER,1,1865.76843262,2010-12-03,2010-12-04
7,Bayern,GER,1,1852.31933594,2010-12-05,2010-12-07
7,Bayern,GER,1,1860.33557129,2010-12-08,2010-12-08
6,Bayern,GER,1,1864.734375,2010-12-09,2010-12-11
6,Bayern,GER,1,1867.37841797,2010-12-12,2010-12-13
5,Bayern,GER,1,1867.37841797,2010-12-14,2010-12-15
5,Bayern,GER,1,1866.83422852,2010-12-16,2010-12-16
5,Bayern,GER,1,1866.92370605,2010-12-17,2010-12-19
5,Bayern,GER,1,1875.72070312,2010-12-20,2011-01-05
4,Bayern,GER,1,1875.72070312,2011-01-06,2011-01-15
6,Bayern,GER,1,1873.56286621,2011-01-16,2011-01-22
5,Bayern,GER,1,1877.53466797,2011-01-23,2011-01-24
6,Bayern,GER,1,1877.53466797,2011-01-25,2011-01-29
4,Bayern,GER,1,1885.57543945,2011-01-30,2011-02-01
5,Bayern,GER,1,1885.57543945,2011-02-02,2011-02-05
6,Bayern,GER,1,1872.61279297,2011-02-06,2011-02-12
6,Bayern,GER,1,1879.09057617,2011-02-13,2011-02-14
5,Bayern,GER,1,1879.09057617,2011-02-15,2011-02-15
5,Bayern,GER,1,1880.37744141,2011-02-16,2011-02-17
6,Bayern,GER,1,1883.2644043,2011-02-18,2011-02-19
4,Bayern,GER,1,1890.53503418,2011-02-20,2011-02-22
5,Bayern,GER,1,1890.53503418,2011-02-23,2011-02-23
4,Bayern,GER,1,1899.61120605,2011-02-24,2011-02-24
5,Bayern,GER,1,1896.33215332,2011-02-25,2011-02-26
7,Bayern,GER,1,1881.06555176,2011-02-27,2011-03-05
8,Bayern,GER,1,1865.90563965,2011-03-06,2011-03-09
8,Bayern,GER,1,1870.78552246,2011-03-10,2011-03-10
8,Bayern,GER,1,1866.77502441,2011-03-11,2011-03-12
6,Bayern,GER,1,1875.17687988,2011-03-13,2011-03-15
8,Bayern,GER,1,1853.35681152,2011-03-16,2011-03-17
8,Bayern,GER,1,1851.33337402,2011-03-18,2011-03-19
7,Bayern,GER,1,1855.65063477,2011-03-20,2011-04-02
7,Bayern,GER,1,1857.40588379,2011-04-03,2011-04-05
6,Bayern,GER,1,1864.14660645,2011-04-06,2011-04-09
7,Bayern,GER,1,1861.18395996,2011-04-10,2011-04-10
8,Bayern,GER,1,1861.18395996,2011-04-11,2011-04-13
8,Bayern,GER,1,1862.04370117,2011-04-14,2011-04-17
6,Bayern,GER,1,1873.02197266,2011-04-18,2011-04-23
6,Bayern,GER,1,1868.25244141,2011-04-24,2011-04-26
6,Bayern,GER,1,1865.86120605,2011-04-27,2011-04-30
6,Bayern,GER,1,1873.75976562,2011-05-01,2011-05-04
6,Bayern,GER,1,1872.57727051,2011-05-05,2011-05-07
6,Bayern,GER,1,1879.52978516,2011-05-08,2011-05-14
6,Bayern,GER,1,1882.80297852,2011-05-15,2011-05-22
5,Bayern,GER,1,1882.80297852,2011-05-23,2011-07-28
5,Bayern,GER,1,1881.40625,2011-07-29,2011-08-04
5,Bayern,GER,1,1878.94006348,2011-08-05,2011-08-07
6,Bayern,GER,1,1864.39868164,2011-08-08,2011-08-13
6,Bayern,GER,1,1870.0378418,2011-08-14,2011-08-17
6,Bayern,GER,1,1872.8190918,2011-08-18,2011-08-18
6,Bayern,GER,1,1870.54833984,2011-08-19,2011-08-20
6,Bayern,GER,1,1876.70227051,2011-08-21,2011-08-23
6,Bayern,GER,1,1877.77172852,2011-08-24,2011-08-25
6,Bayern,GER,1,1884.01660156,2011-08-26,2011-08-27
6,Bayern,GER,1,1891.29919434,2011-08-28,2011-09-10
5,Bayern,GER,1,1896.29333496,2011-09-11,2011-09-13
6,Bayern,GER,1,1893.47253418,2011-09-14,2011-09-14
5,Bayern,GER,1,1907.20275879,2011-09-15,2011-09-15
5,Bayern,GER,1,1903.88793945,2011-09-16,2011-09-18
5,Bayern,GER,1,1911.84484863,2011-09-19,2011-09-24
5,Bayern,GER,1,1918.0402832,2011-09-25,2011-09-27
5,Bayern,GER,1,1925.78234863,2011-09-28,2011-09-28
5,Bayern,GER,1,1922.77770996,2011-09-29,2011-09-29
5,Bayern,GER,1,1925.57299805,2011-09-30,2011-10-01
5,Bayern,GER,1,1921.31103516,2011-10-02,2011-10-15
5,Bayern,GER,1,1926.03186035,2011-10-16,2011-10-18
5,Bayern,GER,1,1921.55200195,2011-10-19,2011-10-19
5,Bayern,GER,1,1918.84277344,2011-10-20,2011-10-20
5,Bayern,GER,1,1920.23461914,2011-10-21,2011-10-23
5,Bayern,GER,1,1908.88085938,2011-10-24,2011-10-29
5,Bayern,GER,1,1913.14147949,2011-10-30,2011-11-01
5,Bayern,GER,1,1911.65917969,2011-11-02,2011-11-02
4,Bayern,GER,1,1914.58886719,2011-11-03,2011-11-03
4,Bayern,GER,1,1914.45874023,2011-11-04,2011-11-06
4,Bayern,GER,1,1916.98278809,2011-11-07,2011-11-19
5,Bayern,GER,1,1905.4720459,2011-11-20,2011-11-22
4,Bayern,GER,1,1909.73706055,2011-11-23,2011-11-23
5,Bayern,GER,1,1910.52819824,2011-11-24,2011-11-27
6,Bayern,GER,1,1898.4005127,2011-11-28,2011-11-30
5,Bayern,GER,1,1894.79980469,2011-12-01,2011-12-01
5,Bayern,GER,1,1895.29577637,2011-12-02,2011-12-03
5,Bayern,GER,1,1900.70544434,2011-12-04,2011-12-06
5,Bayern,GER,1,1895.54675293,2011-12-07,2011-12-07
6,Bayern,GER,1,1884.87451172,2011-12-08,2011-12-11
6,Bayern,GER,1,1890.26025391,2011-12-12,2011-12-14
5,Bayern,GER,1,1892.66223145,2011-12-15,2011-12-15
5,Bayern,GER,1,1893.37329102,2011-12-16,2011-12-16
5,Bayern,GER,1,1896.83398438,2011-12-17,2011-12-21
6,Bayern,GER,1,1896.83398438,2011-12-22,2011-12-26
5,Bayern,GER,1,1896.83398438,2011-12-27,2012-01-20
6,Bayern,GER,1,1881.55603027,2012-01-21,2012-01-28
6,Bayern,GER,1,1884.77990723,2012-01-29,2012-02-04
6,Bayern,GER,1,1881.05236816,2012-02-05,2012-02-11
6,Bayern,GER,1,1883.86987305,2012-02-12,2012-02-14
6,Bayern,GER,1,1882.89416504,2012-02-15,2012-02-16
5,Bayern,GER,1,1883.60119629,2012-02-17,2012-02-18
5,Bayern,GER,1,1878.02368164,2012-02-19,2012-02-22
5,Bayern,GER,1,1870.02209473,2012-02-23,2012-02-23
5,Bayern,GER,1,1874.18908691,2012-02-24,2012-02-26
5,Bayern,GER,1,1880.65783691,2012-02-27,2012-03-03
6,Bayern,GER,1,1868.04345703,2012-03-04,2012-03-07
6,Bayern,GER,1,1867.23840332,2012-03-08,2012-03-08
6,Bayern,GER,1,1866.52648926,2012-03-09,2012-03-10
5,Bayern,GER,1,1872.85864258,2012-03-11,2012-03-13
5,Bayern,GER,1,1893.63525391,2012-03-14,2012-03-15
3,Bayern,GER,1,1903.03564453,2012-03-16,2012-03-17
3,Bayern,GER,1,1912.04858398,2012-03-18,2012-03-24
3,Bayern,GER,1,1914.96813965,2012-03-25,2012-03-28
3,Bayern,GER,1,1921.97009277,2012-03-29,2012-03-29
3,Bayern,GER,1,1915.34960938,2012-03-30,2012-03-31
3,Bayern,GER,1,1919.06835938,2012-04-01,2012-04-03
3,Bayern,GER,1,1921.00097656,2012-04-04,2012-04-05
4,Bayern,GER,1,1917.86181641,2012-04-06,2012-04-07
3,Bayern,GER,1,1919.54345703,2012-04-08,2012-04-08
4,Bayern,GER,1,1919.54345703,2012-04-09,2012-04-11
3,Bayern,GER,1,1912.35766602,2012-04-12,2012-04-14
3,Bayern,GER,1,1905.69909668,2012-04-15,2012-04-15
4,Bayern,GER,1,1905.69909668,2012-04-16,2012-04-17
3,Bayern,GER,1,1911.22631836,2012-04-18,2012-04-18
4,Bayern,GER,1,1911.22631836,2012-04-19,2012-04-21
3,Bayern,GER,1,1915.58947754,2012-04-22,2012-04-25
3,Bayern,GER,1,1920.39221191,2012-04-26,2012-04-28
3,Bayern,GER,1,1924.83447266,2012-04-29,2012-05-05
3,Bayern,GER,1,1929.35009766,2012-05-06,2012-05-19
3,Bayern,GER,1,1926.22412109,2012-05-20,2012-08-02
3,Bayern,GER,1,1926.33825684,2012-08-03,2012-08-09
3,Bayern,GER,1,1926.36535645,2012-08-10,2012-08-21
3,Bayern,GER,1,1920.91943359,2012-08-22,2012-08-22
3,Bayern,GER,1,1922.51220703,2012-08-23,2012-08-23
3,Bayern,GER,1,1923.14660645,2012-08-24,2012-08-25
3,Bayern,GER,1,1928.95727539,2012-08-26,2012-08-28
3,Bayern,GER,1,1929.53149414,2012-08-29,2012-08-29
3,Bayern,GER,1,1931.09606934,2012-08-30,2012-08-30
3,Bayern,GER,1,1931.40136719,2012-08-31,2012-09-02
3,Bayern,GER,1,1937.84545898,2012-09-03,2012-09-15
